US-2024-105613,Appliances,Central,73.16,-186.57,0.8,6
US-2026-147207,Appliances,Central,5.43,-13.58,0.8,2
US-2026-115651,Appliances,Central,58.46,-146.16,0.8,9
US-2026-118773,Appliances,Central,12.99,-32.48,0.8,2
US-2023-129189,Appliances,Central,4.99,-12.98,0.8,3
US-2026-137449,Appliances,Central,21.39,-54.55,0.8,2
US-2024-168914,Appliances,Central,20.77,-52.96,0.8,8
US-2025-144057,Appliances,Central,48.78,-131.72,0.8,4
US-2026-125647,Appliances,Central,73.18,-197.58,0.8,6
US-2024-130792,Appliances,Central,8.65,-20.33,0.8,3
US-2024-114468,Appliances,Central,5.77,-13.55,0.8,2
US-2026-119438,Appliances,Central,2.69,-7.39,0.8,3
US-2024-140221,Appliances,Central,180.98,-470.55,0.8,5
US-2023-100853,Appliances,Central,52.45,-131.12,0.8,2
US-2026-141677,Appliances,Central,87.17,-226.64,0.8,8
US-2025-120824,Appliances,Central,64.38,-160.96,0.8,4
US-2024-122140,Appliances,Central,32.19,-80.48,0.8,2
US-2024-120397,Appliances,Central,32.78,-85.24,0.8,4
US-2023-122567,Appliances,Central,7.96,-13.93,0.8,2
US-2023-130379,Appliances,Central,75.6,-166.32,0.8,2
US-2026-133102,Appliances,Central,38.86,-99.1,0.8,4
US-2023-120852,Appliances,Central,19.43,-49.55,0.8,2
US-2025-143406,Appliances,Central,93.03,-251.19,0.8,2
US-2025-110898,Appliances,Central,2.33,-6.3,0.8,3
US-2026-160836,Appliances,Central,1.56,-4.2,0.8,2
US-2026-165099,Appliances,Central,1.39,-3.76,0.8,2
US-2026-164042,Appliances,Central,18.32,-46.72,0.8,5
US-2026-152926,Appliances,Central,21.98,-56.06,0.8,6
US-2026-121216,Appliances,Central,29.31,-74.75,0.8,8
US-2025-166240,Appliances,Central,8.71,-19.6,0.8,2
US-2026-100356,Appliances,Central,23.99,-62.38,0.8,2
US-2026-155299,Appliances,Central,1.62,-4.47,0.8,2
US-2026-103765,Appliances,Central,13.76,-24.77,0.8,1
US-2024-118983,Appliances,Central,68.81,-123.86,0.8,5
US-2025-163398,Appliances,Central,26.41,-71.3,0.8,3
US-2024-129217,Appliances,Central,70.97,-191.62,0.8,5
US-2025-144540,Appliances,Central,62.79,-166.39,0.8,3
US-2023-139892,Appliances,Central,177.98,-453.85,0.8,5
US-2023-130421,Appliances,Central,176.77,-459.61,0.8,3
US-2026-147221,Appliances,Central,294.62,-766.01,0.8,5
US-2025-141264,Appliances,Central,58.92,-153.2,0.8,1
US-2024-155369,Appliances,Central,19.57,-52.83,0.8,2
US-2024-140025,Appliances,Central,463.25,-1181.28,0.8,8
US-2024-123456,Appliances,Central,48.63,-121.58,0.8,2
US-2026-152366,Appliances,Central,97.26,-243.16,0.8,4
US-2026-150266,Appliances,Central,67.84,-179.78,0.8,5
US-2026-102288,Appliances,Central,0.44,-1.11,0.8,1
US-2026-144680,Appliances,Central,33.62,-90.77,0.8,5
US-2026-116701,Appliances,Central,66.28,-178.97,0.8,2
US-2026-111220,Appliances,Central,5.59,-15.09,0.8,2
US-2023-169019,Appliances,Central,4.84,-12.09,0.8,2
US-2023-169649,Appliances,Central,20.39,-53.01,0.8,2
US-2024-164007,Appliances,Central,143.13,-393.6,0.8,2
US-2025-131114,Appliances,Central,4.36,-11.76,0.8,2
US-2023-140452,Appliances,Central,14.02,-31.54,0.8,4
US-2023-163748,Appliances,Central,3.16,-8.53,0.8,4
US-2024-107083,Appliances,Central,24.59,-67.62,0.8,3
US-2025-168956,Appliances,Central,92.06,-225.56,0.8,6
US-2023-101147,Appliances,Central,2.39,-6.34,0.8,1
US-2023-120544,Appliances,Central,34.18,-87.15,0.8,3
US-2025-103646,Appliances,Central,48.79,-126.86,0.8,3
US-2026-102288,Appliances,Central,2.26,-5.21,0.8,1
US-2026-152926,Appliances,Central,15.22,-38.82,0.8,2
US-2026-151750,Appliances,Central,15.22,-38.82,0.8,2
US-2025-130393,Appliances,Central,11.65,-30.87,0.8,4
US-2026-124926,Appliances,Central,9.32,-24.71,0.8,6
US-2024-106208,Appliances,Central,53.09,-108.83,0.8,7
US-2025-163398,Binders,Central,2.18,-3.6,0.8,1
US-2025-145303,Binders,Central,13.14,-21.68,0.8,9
US-2023-105165,Binders,Central,2.92,-4.82,0.8,2
US-2024-129112,Binders,Central,8.78,-13.62,0.8,4
US-2024-143077,Binders,Central,6.59,-10.21,0.8,3
US-2024-126970,Binders,Central,2.81,-4.49,0.8,3
US-2026-106691,Binders,Central,1.25,-1.93,0.8,2
US-2023-159310,Binders,Central,1.48,-2.21,0.8,3
US-2024-119690,Binders,Central,0.98,-1.48,0.8,2
US-2025-117037,Binders,Central,2.89,-4.77,0.8,1
US-2024-157812,Binders,Central,14.11,-21.17,0.8,9
US-2025-162103,Binders,Central,3.14,-4.7,0.8,2
US-2024-104430,Binders,Central,5.18,-7.76,0.8,4
US-2026-130603,Binders,Central,11.65,-17.47,0.8,9
US-2026-151750,Binders,Central,6.47,-9.71,0.8,5
US-2024-141453,Binders,Central,3.88,-5.82,0.8,3
US-2024-130792,Binders,Central,12.18,-18.87,0.8,4
US-2026-106579,Binders,Central,12.18,-18.87,0.8,4
US-2026-126123,Binders,Central,27.4,-42.46,0.8,9
US-2024-168809,Binders,Central,3.8,-6.08,0.8,1
US-2024-163433,Binders,Central,1.48,-2.29,0.8,1
US-2023-103744,Binders,Central,4.43,-6.86,0.8,3
US-2026-151750,Binders,Central,13.75,-22.68,0.8,14
US-2025-114209,Binders,Central,1.96,-3.24,0.8,2
US-2025-108644,Binders,Central,1.96,-3.24,0.8,2
US-2023-151015,Binders,Central,2.95,-4.86,0.8,3
US-2024-150413,Binders,Central,1.72,-2.84,0.8,1
US-2024-163181,Binders,Central,32.06,-51.3,0.8,10
US-2026-154732,Binders,Central,16.03,-25.65,0.8,5
US-2023-129189,Binders,Central,1.04,-1.83,0.8,1
US-2026-148551,Binders,Central,760.98,-1141.47,0.8,5
US-2026-131618,Binders,Central,2.3,-3.57,0.8,4
US-2024-122784,Binders,Central,2.88,-4.46,0.8,5
US-2025-168032,Binders,Central,1.73,-2.68,0.8,3
US-2026-156356,Binders,Central,26.05,-44.28,0.8,3
US-2023-123498,Binders,Central,26.05,-44.28,0.8,3
US-2023-137092,Binders,Central,8.68,-14.76,0.8,1
US-2026-164168,Binders,Central,30.56,-45.84,0.8,5
US-2024-107083,Binders,Central,1.7,-2.54,0.8,2
US-2026-132206,Binders,Central,5.94,-8.9,0.8,7
US-2023-166863,Binders,Central,3.39,-5.09,0.8,4
US-2026-128426,Binders,Central,4.24,-6.36,0.8,5
US-2024-118983,Binders,Central,2.54,-3.82,0.8,3
US-2026-108245,Binders,Central,11.23,-18.53,0.8,7
US-2025-139234,Binders,Central,3.21,-5.29,0.8,2
US-2026-163160,Binders,Central,96.78,-145.18,0.8,4
US-2025-162404,Binders,Central,11.42,-18.84,0.8,4
US-2024-162621,Binders,Central,16.27,-25.22,0.8,5
US-2026-106068,Binders,Central,9.76,-15.13,0.8,3
US-2024-109190,Binders,Central,6.08,-10.34,0.8,1
US-2023-127166,Binders,Central,18.24,-31.01,0.8,3
US-2023-115987,Binders,Central,51.18,-79.34,0.8,4
US-2026-127341,Binders,Central,12.13,-20.62,0.8,4
US-2024-135251,Binders,Central,6.23,-9.66,0.8,5
US-2026-112809,Binders,Central,21.38,-33.14,0.8,5
US-2023-103905,Binders,Central,29.93,-46.39,0.8,7
US-2026-104661,Binders,Central,4.28,-6.63,0.8,1
US-2023-115336,Binders,Central,14.48,-23.89,0.8,5
US-2024-144302,Binders,Central,5.79,-9.56,0.8,2
US-2026-156356,Binders,Central,2.9,-4.78,0.8,1
US-2026-145093,Binders,Central,2.11,-3.38,0.8,2
US-2026-134194,Binders,Central,3.17,-5.07,0.8,3
US-2026-122714,Binders,Central,1889.99,-2929.48,0.8,5
US-2025-112739,Binders,Central,8.61,-13.34,0.8,8
US-2023-108182,Binders,Central,8.95,-14.77,0.8,2
US-2024-165512,Binders,Central,7.66,-13.02,0.8,6
US-2023-126193,Binders,Central,3.83,-6.51,0.8,3
US-2023-148950,Binders,Central,5.1,-8.68,0.8,4
US-2023-165309,Binders,Central,1.23,-1.97,0.8,1
US-2026-131618,Binders,Central,9.36,-16.38,0.8,4
US-2024-127607,Binders,Central,2.51,-4.4,0.8,2
US-2026-121160,Binders,Central,7.54,-13.19,0.8,6
US-2023-165309,Binders,Central,896.99,-1480.03,0.8,5
US-2026-150959,Binders,Central,18.34,-32.09,0.8,4
US-2023-169019,Binders,Central,16.78,-26.85,0.8,4
US-2024-141810,Binders,Central,29.37,-47,0.8,7
US-2026-130526,Binders,Central,33.57,-53.71,0.8,8
US-2025-120824,Binders,Central,1.52,-2.67,0.8,2
US-2026-144582,Binders,Central,43.37,-69.4,0.8,7
CA-2026-126627,Binders,Central,16.39,-26.23,0.8,2
US-2025-126627,Binders,Central,16.39,-26.23,0.8,2
US-2026-104661,Binders,Central,32.78,-52.45,0.8,4
US-2026-134194,Binders,Central,40.98,-65.57,0.8,5
US-2025-113551,Binders,Central,2.07,-3.41,0.8,1
US-2025-169922,Binders,Central,8.27,-13.65,0.8,4
US-2026-125269,Binders,Central,10.43,-18.25,0.8,5
US-2026-112809,Binders,Central,6.74,-11.46,0.8,4
US-2023-165393,Binders,Central,4.98,-8.47,0.8,1
US-2024-100531,Binders,Central,15.08,-22.62,0.8,2
US-2023-169019,Binders,Central,8.88,-13.32,0.8,5
US-2023-127635,Binders,Central,8.55,-13.68,0.8,2
US-2025-130400,Binders,Central,8.86,-14.17,0.8,9
US-2023-105340,Binders,Central,6.93,-11.08,0.8,1
US-2024-107349,Binders,Central,41.57,-66.51,0.8,6
US-2026-107958,Binders,Central,5.23,-8.11,0.8,4
US-2024-163685,Binders,Central,5.73,-9.16,0.8,8
US-2026-103478,Binders,Central,2.86,-4.58,0.8,4
US-2026-164042,Binders,Central,1.19,-1.96,0.8,1
US-2025-131611,Binders,Central,12.59,-20.14,0.8,3
US-2025-128195,Binders,Central,3.98,-6.57,0.8,5
US-2023-122567,Binders,Central,1.08,-1.73,0.8,3
US-2026-144064,Binders,Central,3.24,-5.18,0.8,9
US-2025-108364,Binders,Central,1.8,-2.88,0.8,5
US-2023-119172,Binders,Central,104.58,-172.56,0.8,9
US-2025-149790,Binders,Central,15.62,-25,0.8,2
US-2024-137064,Binders,Central,2.93,-4.99,0.8,3
US-2026-145863,Binders,Central,2.93,-4.99,0.8,3
US-2023-104759,Binders,Central,8.13,-13.83,0.8,7
US-2024-117184,Binders,Central,33.28,-49.92,0.8,5
US-2023-111171,Binders,Central,8.69,-14.77,0.8,5
US-2026-158218,Binders,Central,34.24,-53.07,0.8,4
US-2023-126200,Binders,Central,25.68,-39.8,0.8,3
US-2023-104738,Binders,Central,2.29,-3.66,0.8,3
US-2024-107083,Binders,Central,7.98,-13.17,0.8,5
US-2025-100419,Binders,Central,4.79,-7.9,0.8,3
US-2023-126200,Binders,Central,12.38,-19.81,0.8,3
US-2025-144057,Binders,Central,18.53,-27.79,0.8,6
US-2023-130575,Binders,Central,9.26,-13.9,0.8,3
US-2025-112025,Binders,Central,9.26,-13.9,0.8,3
US-2025-134691,Binders,Central,2.3,-3.9,0.8,2
US-2026-101728,Binders,Central,2.3,-3.9,0.8,2
US-2026-105669,Binders,Central,5.8,-10.15,0.8,5
US-2025-145303,Binders,Central,10.02,-16.54,0.8,4
US-2026-124779,Binders,Central,42.62,-68.19,0.8,7
US-2026-122637,Binders,Central,42.62,-68.19,0.8,7
US-2026-155936,Binders,Central,3.04,-5.01,0.8,3
US-2026-158953,Binders,Central,6.37,-9.56,0.8,7
US-2026-112536,Binders,Central,2,-3.29,0.8,1
US-2023-112200,Binders,Central,9.98,-16.47,0.8,5
US-2025-110156,Binders,Central,1.19,-2.03,0.8,2
US-2023-120775,Binders,Central,1.79,-3.04,0.8,3
US-2026-125878,Binders,Central,1.79,-3.04,0.8,3
US-2025-158568,Binders,Central,1.79,-3.04,0.8,3
US-2023-141215,Binders,Central,8.57,-14.57,0.8,3
US-2024-132136,Binders,Central,8.57,-14.57,0.8,3
US-2023-161305,Binders,Central,24.59,-38.11,0.8,3
US-2026-114524,Binders,Central,13.47,-22.9,0.8,13
US-2026-106432,Binders,Central,2.07,-3.52,0.8,2
US-2024-149692,Binders,Central,2.77,-4.85,0.8,7
US-2024-118766,Binders,Central,3.96,-6.93,0.8,10
US-2023-142510,Binders,Central,17.9,-31.33,0.8,6
US-2026-133200,Binders,Central,11.06,-18.8,0.8,10
US-2026-146367,Binders,Central,3.32,-5.64,0.8,3
US-2025-144057,Binders,Central,13.18,-20.44,0.8,4
US-2024-140221,Binders,Central,11.21,-16.82,0.8,2
US-2025-103646,Binders,Central,44.85,-67.27,0.8,8
US-2024-111395,Binders,Central,23.91,-40.65,0.8,2
US-2023-165428,Binders,Central,3.65,-6.02,0.8,3
US-2024-156377,Binders,Central,3.66,-5.85,0.8,4
US-2024-112214,Binders,Central,1.36,-2.18,0.8,1
US-2023-112914,Binders,Central,2.72,-4.36,0.8,2
US-2026-121160,Binders,Central,1.41,-2.32,0.8,2
US-2026-142867,Binders,Central,13.78,-22.04,0.8,6
US-2026-154011,Binders,Central,6.89,-11.02,0.8,3
US-2024-148873,Binders,Central,2.99,-4.49,0.8,4
US-2025-132577,Binders,Central,4.49,-6.73,0.8,6
US-2026-150595,Binders,Central,1.59,-2.63,0.8,2
US-2026-146024,Binders,Central,12.22,-20.17,0.8,7
US-2024-111990,Binders,Central,10.48,-17.29,0.8,6
US-2024-126557,Binders,Central,1.93,-2.99,0.8,2
US-2026-104927,Binders,Central,6.33,-9.81,0.8,5
US-2026-100223,Binders,Central,11.39,-17.66,0.8,9
US-2025-125920,Binders,Central,3.8,-5.89,0.8,3
US-2023-152723,Binders,Central,0.88,-1.4,0.8,1
US-2026-131254,Binders,Central,1525.19,-2287.78,0.8,6
US-2026-152093,Binders,Central,762.59,-1143.89,0.8,3
US-2023-138023,Binders,Central,30.96,-52.63,0.8,8
US-2023-122959,Binders,Central,210.39,-336.63,0.8,2
US-2025-148334,Binders,Central,4.31,-6.9,0.8,2
US-2025-110156,Binders,Central,10.78,-17.25,0.8,5
US-2023-124394,Binders,Central,10.78,-17.25,0.8,5
US-2024-163433,Binders,Central,4.31,-6.9,0.8,2
US-2026-142489,Binders,Central,21.99,-32.99,0.8,5
US-2026-134194,Binders,Central,39.58,-59.37,0.8,9
US-2024-136378,Binders,Central,9.16,-13.73,0.8,3
US-2026-156622,Binders,Central,6.1,-9.16,0.8,2
US-2024-162621,Binders,Central,4.47,-7.82,0.8,3
US-2023-105417,Binders,Central,10.43,-18.25,0.8,7
US-2026-112536,Binders,Central,6.87,-10.65,0.8,7
US-2025-168361,Binders,Central,0.84,-1.34,0.8,1
US-2025-169922,Binders,Central,1.34,-2.15,0.8,4
US-2026-163860,Binders,Central,1.68,-2.69,0.8,5
US-2024-155369,Binders,Central,310.39,-512.15,0.8,4
US-2024-146563,Binders,Central,2.72,-4.22,0.8,3
US-2023-134971,Binders,Central,12.46,-20.56,0.8,3
US-2025-132017,Binders,Central,6.82,-11.59,0.8,2
US-2026-117443,Binders,Central,13.84,-22.14,0.8,4
US-2024-146829,Binders,Central,1.11,-1.89,0.8,2
US-2026-124114,Binders,Central,0.56,-0.95,0.8,1
US-2026-121160,Binders,Central,4.14,-6.42,0.8,4
US-2025-132577,Binders,Central,6.22,-9.63,0.8,6
US-2023-150924,Binders,Central,5.18,-8.03,0.8,5
US-2023-112326,Binders,Central,3.54,-5.49,0.8,2
US-2023-165540,Binders,Central,8.85,-13.72,0.8,5
US-2023-120236,Binders,Central,7.68,-11.52,0.8,5
US-2023-117058,Binders,Central,17.46,-30.56,0.8,6
US-2025-154018,Binders,Central,6.29,-11,0.8,7
US-2023-103492,Binders,Central,0.9,-1.57,0.8,1
US-2026-145863,Binders,Central,2.69,-4.71,0.8,3
US-2024-156608,Binders,Central,3.59,-6.29,0.8,4
US-2025-159373,Binders,Central,1.27,-2.16,0.8,2
US-2025-150007,Binders,Central,1.91,-3.24,0.8,3
US-2026-118038,Binders,Central,1.25,-1.93,0.8,3
US-2026-139311,Binders,Central,12.86,-22.51,0.8,8
US-2024-124541,Binders,Central,9.65,-16.88,0.8,6
US-2026-103478,Binders,Central,94.19,-164.84,0.8,7
